,usageDateId,meteringPointTypeCode,productionGroup,installedCapacity
647173,2023-06-01,E18,hydro,221501.0
647174,2023-06-01,E18,wind,3750.0
647775,2023-06-02,E18,hydro,221501.0
647776,2023-06-02,E19,solar,644.0
647777,2023-06-02,E18,wind,3750.0
648375,2023-06-03,E19,solar,644.0
648376,2023-06-03,E18,wind,3750.0
648377,2023-06-03,E18,hydro,221501.0
649408,2023-06-04,E18,wind,3750.0
649409,2023-06-04,E19,solar,644.0
649410,2023-06-04,E18,hydro,221501.0
650362,2023-06-05,E18,hydro,221501.0
650363,2023-06-05,E19,solar,644.0
650364,2023-06-05,E18,wind,3750.0
651343,2023-06-06,E18,hydro,221501.0
651344,2023-06-06,E19,solar,644.0
651345,2023-06-06,E18,wind,3750.0
651741,2023-06-07,E18,hydro,221501.0
651742,2023-06-07,E18,wind,3750.0
651743,2023-06-07,E19,solar,644.0
652226,2023-06-08,E19,solar,644.0
652227,2023-06-08,E18,hydro,221501.0
652228,2023-06-08,E18,wind,3750.0
653047,2023-06-09,E18,hydro,221501.0
653048,2023-06-09,E19,solar,648.0
653049,2023-06-09,E18,wind,3750.0
654453,2023-06-10,E19,solar,648.0
654454,2023-06-10,E18,wind,3750.0
654455,2023-06-10,E18,hydro,221501.0
654669,2023-06-11,E18,wind,3750.0
654670,2023-06-11,E18,hydro,221501.0
654671,2023-06-11,E19,solar,648.0
655491,2023-06-12,E19,solar,648.0
655492,2023-06-12,E18,hydro,221501.0
655493,2023-06-12,E18,wind,3750.0
656541,2023-06-13,E18,hydro,221501.0
656542,2023-06-13,E19,solar,648.0
656543,2023-06-13,E18,wind,3750.0
657124,2023-06-14,E18,wind,3750.0
657125,2023-06-14,E19,solar,648.0
657126,2023-06-14,E18,hydro,221501.0
658499,2023-06-15,E18,hydro,221501.0
658500,2023-06-15,E18,wind,3750.0
658501,2023-06-15,E19,solar,656.0
659020,2023-06-16,E18,hydro,221501.0
659021,2023-06-16,E18,wind,3750.0
659022,2023-06-16,E19,solar,656.0
660121,2023-06-17,E19,solar,656.0
660122,2023-06-17,E18,wind,3750.0
660123,2023-06-17,E18,hydro,221501.0
660616,2023-06-18,E18,wind,3750.0
660617,2023-06-18,E18,hydro,221501.0
660618,2023-06-18,E19,solar,669.0
661630,2023-06-19,E19,solar,669.0
661631,2023-06-19,E18,wind,3750.0
661632,2023-06-19,E18,hydro,221501.0
662241,2023-06-20,E18,hydro,221501.0
662242,2023-06-20,E19,solar,669.0
662243,2023-06-20,E18,wind,3750.0
663269,2023-06-21,E18,wind,3750.0
663270,2023-06-21,E19,solar,669.0
663271,2023-06-21,E18,hydro,221501.0
663656,2023-06-22,E19,solar,669.0
663657,2023-06-22,E18,wind,3750.0
663658,2023-06-22,E18,hydro,221501.0
665157,2023-06-23,E18,wind,3750.0
665158,2023-06-23,E19,solar,669.0
665159,2023-06-23,E18,hydro,221501.0
665743,2023-06-24,E19,solar,669.0
665744,2023-06-24,E18,wind,3750.0
665745,2023-06-24,E18,hydro,221501.0
666114,2023-06-25,E18,wind,3750.0
666115,2023-06-25,E18,hydro,221501.0
666116,2023-06-25,E19,solar,669.0
666911,2023-06-26,E19,solar,669.0
666912,2023-06-26,E18,hydro,221501.0
666913,2023-06-26,E18,wind,3750.0
668150,2023-06-27,E18,hydro,221501.0
668151,2023-06-27,E18,wind,3750.0
668152,2023-06-27,E19,solar,669.0
668543,2023-06-28,E18,hydro,221501.0
668544,2023-06-28,E18,wind,3750.0
668545,2023-06-28,E19,solar,669.0
669361,2023-06-29,E18,hydro,221501.0
669362,2023-06-29,E19,solar,669.0
669363,2023-06-29,E18,wind,3750.0
670889,2023-06-30,E19,solar,669.0
670890,2023-06-30,E18,wind,3750.0
670891,2023-06-30,E18,hydro,221501.0
671700,2023-07-01,E19,solar,669.0
671701,2023-07-01,E18,wind,3750.0
671702,2023-07-01,E18,hydro,221501.0
672461,2023-07-02,E18,hydro,221501.0
672462,2023-07-02,E18,wind,3750.0
672463,2023-07-02,E19,solar,669.0
673061,2023-07-03,E18,wind,3750.0
673062,2023-07-03,E19,solar,669.0
673063,2023-07-03,E18,hydro,221501.0
673468,2023-07-04,E18,hydro,221501.0
673469,2023-07-04,E18,wind,3750.0
673470,2023-07-04,E19,solar,669.0
674853,2023-07-05,E18,wind,3750.0
674854,2023-07-05,E19,solar,669.0
674855,2023-07-05,E18,hydro,221501.0
675090,2023-07-06,E18,hydro,221501.0
675091,2023-07-06,E19,solar,669.0
675092,2023-07-06,E18,wind,3750.0
676180,2023-07-07,E18,hydro,221501.0
676181,2023-07-07,E18,wind,3750.0
676182,2023-07-07,E19,solar,669.0
677301,2023-07-08,E19,solar,669.0
677302,2023-07-08,E18,wind,3750.0
677303,2023-07-08,E18,hydro,221501.0
677534,2023-07-09,E18,wind,3750.0
677535,2023-07-09,E19,solar,669.0
677536,2023-07-09,E18,hydro,221501.0
678559,2023-07-10,E18,wind,3750.0
678560,2023-07-10,E18,hydro,221501.0
678561,2023-07-10,E19,solar,669.0
679765,2023-07-11,E19,solar,669.0
679766,2023-07-11,E18,wind,3750.0
679767,2023-07-11,E18,hydro,221501.0
680631,2023-07-12,E18,hydro,221501.0
680632,2023-07-12,E18,wind,3750.0
680633,2023-07-12,E19,solar,669.0
681416,2023-07-13,E18,wind,3750.0
681417,2023-07-13,E18,hydro,221501.0
681418,2023-07-13,E19,solar,669.0
681856,2023-07-14,E18,wind,3750.0
681857,2023-07-14,E19,solar,669.0
681858,2023-07-14,E18,hydro,221501.0
682419,2023-07-15,E19,solar,669.0
682420,2023-07-15,E18,wind,3750.0
682421,2023-07-15,E18,hydro,221501.0
683791,2023-07-16,E18,hydro,221501.0
683792,2023-07-16,E18,wind,3750.0
683793,2023-07-16,E19,solar,669.0
684293,2023-07-17,E19,solar,669.0
684294,2023-07-17,E18,hydro,221501.0
684295,2023-07-17,E18,wind,3750.0
685595,2023-07-18,E18,wind,3750.0
685596,2023-07-18,E18,hydro,221501.0
685597,2023-07-18,E19,solar,669.0
685678,2023-07-19,E18,wind,3750.0
685679,2023-07-19,E18,hydro,221501.0
685680,2023-07-19,E19,solar,669.0
686494,2023-07-20,E19,solar,669.0
686495,2023-07-20,E18,hydro,221501.0
686496,2023-07-20,E18,wind,3750.0
687750,2023-07-21,E18,hydro,221501.0
687751,2023-07-21,E19,solar,669.0
687752,2023-07-21,E18,wind,3750.0
688141,2023-07-22,E18,wind,3750.0
688142,2023-07-22,E18,hydro,221501.0
688143,2023-07-22,E19,solar,669.0
689350,2023-07-23,E18,hydro,221501.0
689351,2023-07-23,E19,solar,669.0
689352,2023-07-23,E18,wind,3750.0
690184,2023-07-24,E19,solar,669.0
690185,2023-07-24,E18,wind,3750.0
690186,2023-07-24,E18,hydro,221501.0
691227,2023-07-25,E18,hydro,221501.0
691228,2023-07-25,E18,wind,3750.0
691229,2023-07-25,E19,solar,669.0
692036,2023-07-26,E19,solar,669.0
692037,2023-07-26,E18,wind,3750.0
692038,2023-07-26,E18,hydro,221501.0
692201,2023-07-27,E19,solar,673.0
692202,2023-07-27,E18,hydro,221501.0
692203,2023-07-27,E18,wind,3750.0
693244,2023-07-28,E18,wind,3750.0
693245,2023-07-28,E18,hydro,221501.0
693246,2023-07-28,E19,solar,673.0
693828,2023-07-29,E19,solar,673.0
693829,2023-07-29,E18,wind,3750.0
693830,2023-07-29,E18,hydro,221501.0
695409,2023-07-30,E19,solar,673.0
695410,2023-07-30,E18,hydro,221501.0
695411,2023-07-30,E18,wind,3750.0
696112,2023-07-31,E19,solar,673.0
696113,2023-07-31,E18,hydro,221501.0
696114,2023-07-31,E18,wind,3750.0
696843,2023-08-01,E18,wind,3750.0
696844,2023-08-01,E19,solar,673.0
696845,2023-08-01,E18,hydro,221501.0
697088,2023-08-02,E18,hydro,221501.0
697089,2023-08-02,E18,wind,3750.0
697090,2023-08-02,E19,solar,673.0
698178,2023-08-03,E18,hydro,221501.0
698179,2023-08-03,E18,wind,3750.0
698180,2023-08-03,E19,solar,673.0
698726,2023-08-04,E18,hydro,221501.0
698727,2023-08-04,E18,wind,3750.0
698728,2023-08-04,E19,solar,673.0
699552,2023-08-05,E18,wind,3750.0
699553,2023-08-05,E18,hydro,221501.0
699554,2023-08-05,E19,solar,673.0
700778,2023-08-06,E18,wind,3750.0
700779,2023-08-06,E19,solar,673.0
700780,2023-08-06,E18,hydro,221501.0
701164,2023-08-07,E18,hydro,221501.0
701165,2023-08-07,E18,wind,3750.0
701166,2023-08-07,E19,solar,673.0
702235,2023-08-08,E18,hydro,221501.0
702236,2023-08-08,E19,solar,673.0
702237,2023-08-08,E18,wind,3750.0
702808,2023-08-09,E18,wind,3750.0
702809,2023-08-09,E18,hydro,221501.0
702810,2023-08-09,E19,solar,673.0
703884,2023-08-10,E18,hydro,221501.0
703885,2023-08-10,E18,wind,3750.0
703886,2023-08-10,E19,solar,673.0
705211,2023-08-11,E18,hydro,221501.0
705212,2023-08-11,E18,wind,3750.0
705213,2023-08-11,E19,solar,673.0
705498,2023-08-12,E19,solar,673.0
705499,2023-08-12,E18,hydro,221501.0
705500,2023-08-12,E18,wind,3750.0
706082,2023-08-13,E18,wind,3750.0
706083,2023-08-13,E19,solar,673.0
706084,2023-08-13,E18,hydro,221501.0
706888,2023-08-14,E19,solar,673.0
706889,2023-08-14,E18,wind,3750.0
706890,2023-08-14,E18,hydro,221501.0
708148,2023-08-15,E18,wind,3750.0
708149,2023-08-15,E18,hydro,221501.0
708150,2023-08-15,E19,solar,673.0
708531,2023-08-16,E19,solar,673.0
708532,2023-08-16,E18,hydro,221501.0
708533,2023-08-16,E18,wind,3750.0
709592,2023-08-17,E18,hydro,221501.0
709593,2023-08-17,E18,wind,3750.0
709594,2023-08-17,E19,solar,673.0
710161,2023-08-18,E19,solar,673.0
710162,2023-08-18,E18,hydro,221501.0
710163,2023-08-18,E18,wind,3750.0
711242,2023-08-19,E18,wind,3750.0
711243,2023-08-19,E18,hydro,221501.0
711244,2023-08-19,E19,solar,673.0
712369,2023-08-20,E19,solar,673.0
712370,2023-08-20,E18,hydro,221501.0
712371,2023-08-20,E18,wind,3750.0
712629,2023-08-21,E19,solar,673.0
712630,2023-08-21,E18,wind,3750.0
712631,2023-08-21,E18,hydro,221501.0
713443,2023-08-22,E19,solar,673.0
713444,2023-08-22,E18,hydro,221501.0
713445,2023-08-22,E18,wind,3750.0
714833,2023-08-23,E19,solar,690.0
714834,2023-08-23,E18,hydro,221501.0
714835,2023-08-23,E18,wind,3750.0
715511,2023-08-24,E18,wind,3750.0
715512,2023-08-24,E18,hydro,221501.0
715513,2023-08-24,E19,solar,690.0
716170,2023-08-25,E19,solar,690.0
716171,2023-08-25,E18,hydro,221501.0
716172,2023-08-25,E18,wind,3750.0
716737,2023-08-26,E18,wind,3750.0
716738,2023-08-26,E18,hydro,221501.0
716739,2023-08-26,E19,solar,690.0
717556,2023-08-27,E18,hydro,221501.0
717557,2023-08-27,E18,wind,3750.0
717558,2023-08-27,E19,solar,690.0
718379,2023-08-28,E19,solar,696.0
718380,2023-08-28,E18,wind,3750.0
718381,2023-08-28,E18,hydro,221501.0
719198,2023-08-29,E18,hydro,221501.0
719199,2023-08-29,E18,wind,3750.0
719200,2023-08-29,E19,solar,696.0
720247,2023-08-30,E18,hydro,221501.0
720248,2023-08-30,E18,wind,3750.0
720249,2023-08-30,E19,solar,696.0
721569,2023-08-31,E19,solar,696.0
721570,2023-08-31,E18,wind,3750.0
721571,2023-08-31,E18,hydro,221501.0
721875,2023-09-01,E18,wind,3750.0
721876,2023-09-01,E19,solar,696.0
721877,2023-09-01,E18,hydro,221501.0
722924,2023-09-02,E19,solar,696.0
722925,2023-09-02,E18,wind,3750.0
722926,2023-09-02,E18,hydro,221501.0
723738,2023-09-03,E18,hydro,221501.0
723739,2023-09-03,E19,solar,696.0
723740,2023-09-03,E18,wind,3750.0
724573,2023-09-04,E18,hydro,221501.0
724574,2023-09-04,E18,wind,3750.0
724575,2023-09-04,E19,solar,696.0
725507,2023-09-05,E18,wind,3750.0
725508,2023-09-05,E19,solar,696.0
725509,2023-09-05,E18,hydro,221501.0
726043,2023-09-06,E19,solar,696.0
726044,2023-09-06,E18,wind,3750.0
726045,2023-09-06,E18,hydro,221501.0
727151,2023-09-07,E18,wind,3750.0
727152,2023-09-07,E18,hydro,221501.0
727153,2023-09-07,E19,solar,696.0
727407,2023-09-08,E18,wind,3750.0
727408,2023-09-08,E19,solar,696.0
727409,2023-09-08,E18,hydro,221501.0
728721,2023-09-09,E18,hydro,221501.0
728722,2023-09-09,E19,solar,696.0
728723,2023-09-09,E18,wind,3750.0
729713,2023-09-10,E19,solar,696.0
729714,2023-09-10,E18,wind,3750.0
729715,2023-09-10,E18,hydro,221501.0
730348,2023-09-11,E18,hydro,221501.0
730349,2023-09-11,E19,solar,696.0
730350,2023-09-11,E18,wind,3750.0
731273,2023-09-12,E18,hydro,221501.0
731274,2023-09-12,E19,solar,714.0
731275,2023-09-12,E18,wind,3750.0
732091,2023-09-13,E19,solar,714.0
732092,2023-09-13,E18,wind,3750.0
732093,2023-09-13,E18,hydro,221501.0
732843,2023-09-14,E18,hydro,221501.0
732844,2023-09-14,E18,wind,3750.0
732845,2023-09-14,E19,solar,714.0
733752,2023-09-15,E18,hydro,221501.0
733753,2023-09-15,E18,wind,3750.0
733754,2023-09-15,E19,solar,714.0
734609,2023-09-16,E18,hydro,221501.0
734610,2023-09-16,E19,solar,714.0
734611,2023-09-16,E18,wind,3750.0
735396,2023-09-17,E18,wind,3750.0
735397,2023-09-17,E19,solar,714.0
735398,2023-09-17,E18,hydro,221501.0
735656,2023-09-18,E19,solar,714.0
735657,2023-09-18,E18,wind,3750.0
735658,2023-09-18,E18,hydro,221501.0
736479,2023-09-19,E18,hydro,221501.0
736480,2023-09-19,E18,wind,3750.0
736481,2023-09-19,E19,solar,714.0
737974,2023-09-20,E19,solar,714.0
737975,2023-09-20,E18,wind,3750.0
737976,2023-09-20,E18,hydro,221501.0
738138,2023-09-21,E18,hydro,221501.0
738139,2023-09-21,E18,wind,3750.0
738140,2023-09-21,E19,solar,714.0
739439,2023-09-22,E19,solar,714.0
739440,2023-09-22,E18,wind,3750.0
739441,2023-09-22,E18,hydro,221501.0
739796,2023-09-23,E18,wind,3750.0
739797,2023-09-23,E18,hydro,221501.0
739798,2023-09-23,E19,solar,714.0
740611,2023-09-24,E19,solar,714.0
740612,2023-09-24,E18,wind,3750.0
740613,2023-09-24,E18,hydro,221501.0
741700,2023-09-25,E18,wind,3750.0
741701,2023-09-25,E19,solar,714.0
741702,2023-09-25,E18,hydro,221501.0
742270,2023-09-26,E19,solar,714.0
742271,2023-09-26,E18,wind,3750.0
742272,2023-09-26,E18,hydro,221501.0
743534,2023-09-27,E18,wind,3750.0
743535,2023-09-27,E19,solar,714.0
743536,2023-09-27,E18,hydro,221501.0
744179,2023-09-28,E18,hydro,221501.0
744180,2023-09-28,E18,wind,3750.0
744181,2023-09-28,E19,solar,714.0
744749,2023-09-29,E19,solar,714.0
744750,2023-09-29,E18,wind,3750.0
744751,2023-09-29,E18,hydro,221501.0
745589,2023-09-30,E19,solar,714.0
745590,2023-09-30,E18,hydro,221501.0
745591,2023-09-30,E18,wind,3750.0
746680,2023-10-01,E18,wind,3750.0
746681,2023-10-01,E19,solar,714.0
746682,2023-10-01,E18,hydro,221501.0
747237,2023-10-02,E18,hydro,221501.0
747238,2023-10-02,E18,wind,3750.0
747239,2023-10-02,E19,solar,714.0
748524,2023-10-03,E19,solar,714.0
748525,2023-10-03,E18,hydro,221501.0
748526,2023-10-03,E18,wind,3750.0
748906,2023-10-04,E18,hydro,221501.0
748907,2023-10-04,E18,wind,3750.0
748908,2023-10-04,E19,solar,714.0
748909,2023-10-04,E18,thermal,6340.0
749829,2023-10-05,E18,thermal,6340.0
749830,2023-10-05,E18,hydro,221501.0
749831,2023-10-05,E19,solar,714.0
749832,2023-10-05,E18,wind,3750.0
751013,2023-10-06,E18,wind,3750.0
751014,2023-10-06,E18,thermal,6340.0
751015,2023-10-06,E18,hydro,221501.0
751016,2023-10-06,E19,solar,714.0
751391,2023-10-07,E19,solar,714.0
751392,2023-10-07,E18,thermal,6340.0
751393,2023-10-07,E18,wind,3750.0
751394,2023-10-07,E18,hydro,221501.0
752512,2023-10-08,E18,wind,3750.0
752513,2023-10-08,E19,solar,714.0
752514,2023-10-08,E18,thermal,6340.0
752515,2023-10-08,E18,hydro,221501.0
753300,2023-10-09,E18,wind,3750.0
753301,2023-10-09,E18,hydro,221501.0
753302,2023-10-09,E19,solar,714.0
753303,2023-10-09,E18,thermal,6340.0
753882,2023-10-10,E19,solar,714.0
753883,2023-10-10,E18,wind,3750.0
753884,2023-10-10,E18,hydro,221501.0
753885,2023-10-10,E18,thermal,6340.0
754708,2023-10-11,E18,wind,3750.0
754709,2023-10-11,E18,thermal,6340.0
754710,2023-10-11,E19,solar,714.0
754711,2023-10-11,E18,hydro,221501.0
755818,2023-10-12,E18,wind,3750.0
755819,2023-10-12,E19,solar,714.0
755820,2023-10-12,E18,hydro,221501.0
755821,2023-10-12,E18,thermal,6340.0
756597,2023-10-13,E18,wind,3750.0
756598,2023-10-13,E19,solar,714.0
756599,2023-10-13,E18,thermal,6340.0
756600,2023-10-13,E18,hydro,221501.0
757196,2023-10-14,E19,solar,714.0
757197,2023-10-14,E18,wind,3750.0
757198,2023-10-14,E18,hydro,221501.0
757199,2023-10-14,E18,thermal,6340.0
758323,2023-10-15,E18,hydro,221501.0
758324,2023-10-15,E19,solar,714.0
758325,2023-10-15,E18,wind,3750.0
758326,2023-10-15,E18,thermal,6340.0
759115,2023-10-16,E18,wind,3750.0
759116,2023-10-16,E18,hydro,221501.0
759117,2023-10-16,E19,solar,714.0
759118,2023-10-16,E18,thermal,6340.0
760154,2023-10-17,E19,solar,714.0
760155,2023-10-17,E18,wind,3750.0
760156,2023-10-17,E18,hydro,221501.0
760157,2023-10-17,E18,thermal,6340.0
760786,2023-10-18,E18,hydro,221501.0
760787,2023-10-18,E18,thermal,6340.0
760788,2023-10-18,E18,wind,3750.0
760789,2023-10-18,E19,solar,714.0
761969,2023-10-19,E19,solar,714.0
761970,2023-10-19,E18,hydro,221501.0
761971,2023-10-19,E18,thermal,6340.0
761972,2023-10-19,E18,wind,3750.0
762453,2023-10-20,E19,solar,714.0
762454,2023-10-20,E18,wind,3750.0
762455,2023-10-20,E18,hydro,221501.0
762456,2023-10-20,E18,thermal,6340.0
763475,2023-10-21,E18,wind,3750.0
763476,2023-10-21,E18,thermal,6340.0
763477,2023-10-21,E18,hydro,221501.0
763478,2023-10-21,E19,solar,714.0
764147,2023-10-22,E18,hydro,221501.0
764148,2023-10-22,E18,thermal,6340.0
764149,2023-10-22,E19,solar,714.0
764150,2023-10-22,E18,wind,3750.0
764688,2023-10-23,E18,wind,3750.0
764689,2023-10-23,E18,thermal,6340.0
764690,2023-10-23,E18,hydro,221501.0
764691,2023-10-23,E19,solar,714.0
765617,2023-10-24,E18,thermal,6340.0
765618,2023-10-24,E18,wind,3750.0
765619,2023-10-24,E19,solar,714.0
765620,2023-10-24,E18,hydro,221501.0
766659,2023-10-25,E18,hydro,221501.0
766660,2023-10-25,E19,solar,714.0
766661,2023-10-25,E18,thermal,6340.0
766662,2023-10-25,E18,wind,3750.0
767408,2023-10-26,E18,hydro,221501.0
767409,2023-10-26,E19,solar,714.0
767410,2023-10-26,E18,wind,3750.0
767411,2023-10-26,E18,thermal,6340.0
768602,2023-10-27,E18,hydro,221501.0
768603,2023-10-27,E18,wind,3750.0
768604,2023-10-27,E19,solar,714.0
768605,2023-10-27,E18,thermal,6340.0
768846,2023-10-28,E18,wind,3750.0
768847,2023-10-28,E19,solar,714.0
768848,2023-10-28,E18,hydro,221501.0
768849,2023-10-28,E18,thermal,6340.0
770316,2023-10-29,E18,thermal,6340.0
770317,2023-10-29,E18,wind,3750.0
770318,2023-10-29,E18,hydro,221501.0
770319,2023-10-29,E19,solar,714.0
770795,2023-10-30,E18,hydro,221501.0
770796,2023-10-30,E18,thermal,6340.0
770797,2023-10-30,E18,wind,3750.0
770798,2023-10-30,E19,solar,714.0
771355,2023-10-31,E18,wind,3750.0
771356,2023-10-31,E18,thermal,6340.0
771357,2023-10-31,E18,hydro,221501.0
771358,2023-10-31,E19,solar,714.0
772186,2023-11-01,E18,wind,3750.0
772187,2023-11-01,E18,hydro,221501.0
772188,2023-11-01,E19,solar,714.0
772189,2023-11-01,E18,thermal,6340.0
773008,2023-11-02,E18,hydro,221501.0
773009,2023-11-02,E18,wind,3750.0
773010,2023-11-02,E18,thermal,6340.0
773011,2023-11-02,E19,solar,714.0
773846,2023-11-03,E18,wind,3750.0
773847,2023-11-03,E18,hydro,221501.0
773848,2023-11-03,E18,thermal,6340.0
773849,2023-11-03,E19,solar,714.0
774671,2023-11-04,E19,solar,714.0
774672,2023-11-04,E18,thermal,6340.0
774673,2023-11-04,E18,wind,3750.0
774674,2023-11-04,E18,hydro,221501.0
775773,2023-11-05,E18,wind,3750.0
775774,2023-11-05,E19,solar,714.0
775775,2023-11-05,E18,hydro,221501.0
775776,2023-11-05,E18,thermal,6340.0
776948,2023-11-06,E19,solar,714.0
776949,2023-11-06,E18,thermal,6340.0
776950,2023-11-06,E18,hydro,221501.0
776951,2023-11-06,E18,wind,3750.0
777857,2023-11-07,E18,hydro,221501.0
777858,2023-11-07,E18,thermal,6340.0
777859,2023-11-07,E19,solar,714.0
777860,2023-11-07,E18,wind,3750.0
778336,2023-11-08,E18,thermal,6340.0
778337,2023-11-08,E18,hydro,221501.0
778338,2023-11-08,E18,wind,3750.0
778339,2023-11-08,E19,solar,714.0
778844,2023-11-09,E19,solar,714.0
778845,2023-11-09,E18,thermal,6340.0
778846,2023-11-09,E18,wind,3750.0
778847,2023-11-09,E18,hydro,221501.0
779916,2023-11-10,E19,solar,714.0
779917,2023-11-10,E18,thermal,6340.0
779918,2023-11-10,E18,hydro,221501.0
779919,2023-11-10,E18,wind,3750.0
780615,2023-11-11,E18,thermal,6340.0
780616,2023-11-11,E18,hydro,221501.0
780617,2023-11-11,E18,wind,3750.0
780618,2023-11-11,E19,solar,714.0
782098,2023-11-12,E18,wind,3750.0
782099,2023-11-12,E18,thermal,6340.0
782100,2023-11-12,E19,solar,714.0
782101,2023-11-12,E18,hydro,221501.0
782477,2023-11-13,E19,solar,714.0
782478,2023-11-13,E18,wind,3750.0
782479,2023-11-13,E18,hydro,221501.0
782480,2023-11-13,E18,thermal,6340.0
783290,2023-11-14,E18,hydro,221501.0
783291,2023-11-14,E18,thermal,6340.0
783292,2023-11-14,E19,solar,714.0
783293,2023-11-14,E18,wind,3750.0
783832,2023-11-15,E19,solar,714.0
783833,2023-11-15,E18,wind,3750.0
783834,2023-11-15,E18,hydro,221501.0
783835,2023-11-15,E18,thermal,6340.0
785409,2023-11-16,E18,wind,3750.0
785410,2023-11-16,E19,solar,714.0
785411,2023-11-16,E18,hydro,221501.0
785412,2023-11-16,E18,thermal,6340.0
785955,2023-11-17,E19,solar,714.0
785956,2023-11-17,E18,wind,3750.0
785957,2023-11-17,E18,thermal,6340.0
785958,2023-11-17,E18,hydro,221501.0
786772,2023-11-18,E18,wind,3750.0
786773,2023-11-18,E18,thermal,6340.0
786774,2023-11-18,E18,hydro,221501.0
786775,2023-11-18,E19,solar,714.0
787245,2023-11-19,E18,thermal,6340.0
787246,2023-11-19,E19,solar,714.0
787247,2023-11-19,E18,hydro,221501.0
787248,2023-11-19,E18,wind,3750.0
788077,2023-11-20,E18,thermal,6340.0
788078,2023-11-20,E18,wind,3750.0
788079,2023-11-20,E18,hydro,221501.0
788080,2023-11-20,E19,solar,714.0
789134,2023-11-21,E18,wind,3750.0
789135,2023-11-21,E19,solar,714.0
789136,2023-11-21,E18,hydro,221501.0
789137,2023-11-21,E18,thermal,6340.0
789933,2023-11-22,E18,hydro,221501.0
789934,2023-11-22,E18,thermal,6340.0
789935,2023-11-22,E18,wind,3750.0
789936,2023-11-22,E19,solar,714.0
790622,2023-11-23,E18,thermal,6340.0
790623,2023-11-23,E19,solar,714.0
790624,2023-11-23,E18,wind,3750.0
790625,2023-11-23,E18,hydro,221501.0
791351,2023-11-24,E18,wind,3750.0
791352,2023-11-24,E18,thermal,6340.0
791353,2023-11-24,E19,solar,714.0
791354,2023-11-24,E18,hydro,221501.0
792607,2023-11-25,E18,wind,3750.0
792608,2023-11-25,E18,thermal,6340.0
792609,2023-11-25,E18,hydro,221501.0
792610,2023-11-25,E19,solar,714.0
793718,2023-11-26,E18,thermal,6340.0
793719,2023-11-26,E18,hydro,221501.0
793720,2023-11-26,E19,solar,714.0
793721,2023-11-26,E18,wind,3750.0
793849,2023-11-27,E19,solar,714.0
793850,2023-11-27,E18,thermal,6340.0
793851,2023-11-27,E18,hydro,221501.0
793852,2023-11-27,E18,wind,3750.0
794942,2023-11-28,E18,hydro,221501.0
794943,2023-11-28,E19,solar,714.0
794944,2023-11-28,E18,wind,3750.0
794945,2023-11-28,E18,thermal,6340.0
796136,2023-11-29,E18,wind,3750.0
796137,2023-11-29,E19,solar,714.0
796138,2023-11-29,E18,hydro,221501.0
796139,2023-11-29,E18,thermal,6340.0
796976,2023-11-30,E18,thermal,6340.0
796977,2023-11-30,E18,wind,3750.0
796978,2023-11-30,E18,hydro,221501.0
796979,2023-11-30,E19,solar,714.0
797261,2023-12-01,E18,thermal,6340.0
797262,2023-12-01,E18,wind,3750.0
797263,2023-12-01,E19,solar,714.0
797264,2023-12-01,E18,hydro,221501.0
798017,2023-12-02,E19,solar,714.0
798018,2023-12-02,E18,wind,3750.0
798019,2023-12-02,E18,thermal,6340.0
798020,2023-12-02,E18,hydro,221501.0
798862,2023-12-03,E18,wind,3750.0
798863,2023-12-03,E18,thermal,6340.0
798864,2023-12-03,E19,solar,714.0
798865,2023-12-03,E18,hydro,221501.0
799700,2023-12-04,E18,hydro,221501.0
799701,2023-12-04,E18,wind,3750.0
799702,2023-12-04,E19,solar,714.0
799703,2023-12-04,E18,thermal,6340.0
800787,2023-12-05,E19,solar,714.0
800788,2023-12-05,E18,hydro,221501.0
800789,2023-12-05,E18,wind,3750.0
800790,2023-12-05,E18,thermal,6340.0
801385,2023-12-06,E18,wind,3750.0
801386,2023-12-06,E19,solar,714.0
801387,2023-12-06,E18,thermal,6340.0
801388,2023-12-06,E18,hydro,221501.0
802287,2023-12-07,E18,thermal,6340.0
802288,2023-12-07,E19,solar,714.0
802289,2023-12-07,E18,hydro,221501.0
802290,2023-12-07,E18,wind,3750.0
803359,2023-12-08,E18,thermal,6340.0
803360,2023-12-08,E19,solar,714.0
803361,2023-12-08,E18,hydro,221501.0
803362,2023-12-08,E18,wind,3750.0
804134,2023-12-09,E19,solar,714.0
804135,2023-12-09,E18,wind,3750.0
804136,2023-12-09,E18,thermal,6340.0
804137,2023-12-09,E18,hydro,221501.0
804789,2023-12-10,E18,thermal,6340.0
804790,2023-12-10,E18,hydro,221501.0
804791,2023-12-10,E18,wind,3750.0
804792,2023-12-10,E19,solar,714.0
805542,2023-12-11,E18,wind,3750.0
805543,2023-12-11,E18,hydro,221501.0
805544,2023-12-11,E18,thermal,6340.0
805545,2023-12-11,E19,solar,714.0
806723,2023-12-12,E18,thermal,6340.0
806724,2023-12-12,E18,hydro,221501.0
806725,2023-12-12,E19,solar,714.0
806726,2023-12-12,E18,wind,3750.0
807524,2023-12-13,E18,thermal,6340.0
807525,2023-12-13,E19,solar,714.0
807526,2023-12-13,E18,hydro,221501.0
807527,2023-12-13,E18,wind,3750.0
808320,2023-12-14,E18,wind,3750.0
808321,2023-12-14,E18,thermal,6340.0
808322,2023-12-14,E19,solar,714.0
