,usageDateId,meteringPointTypeCode,productionGroup,installedCapacity
285224,2022-02-23,E18,hydro,221501.0
285225,2022-02-23,E19,solar,428.0
285226,2022-02-23,E18,wind,3750.0
285924,2022-02-24,E18,wind,3750.0
285925,2022-02-24,E18,hydro,221501.0
285926,2022-02-24,E19,solar,428.0
286743,2022-02-25,E18,hydro,221501.0
286744,2022-02-25,E18,wind,3750.0
286745,2022-02-25,E19,solar,428.0
287455,2022-02-26,E19,solar,428.0
287456,2022-02-26,E18,hydro,221501.0
287457,2022-02-26,E18,wind,3750.0
288198,2022-02-27,E19,solar,428.0
288199,2022-02-27,E18,hydro,221501.0
288200,2022-02-27,E18,wind,3750.0
289261,2022-02-28,E18,hydro,221501.0
289262,2022-02-28,E18,wind,3750.0
289263,2022-02-28,E19,solar,428.0
289721,2022-03-01,E19,solar,428.0
289722,2022-03-01,E18,hydro,221501.0
289723,2022-03-01,E18,wind,3750.0
290835,2022-03-02,E18,wind,3750.0
290836,2022-03-02,E19,solar,428.0
290837,2022-03-02,E18,hydro,221501.0
291027,2022-03-03,E19,solar,428.0
291028,2022-03-03,E18,wind,3750.0
291029,2022-03-03,E18,hydro,221501.0
291918,2022-03-04,E18,wind,3750.0
291919,2022-03-04,E18,hydro,221501.0
291920,2022-03-04,E19,solar,428.0
293127,2022-03-05,E18,wind,3750.0
293128,2022-03-05,E18,hydro,221501.0
293129,2022-03-05,E19,solar,428.0
293570,2022-03-06,E18,wind,3750.0
293571,2022-03-06,E19,solar,428.0
293572,2022-03-06,E18,hydro,221501.0
294373,2022-03-07,E19,solar,428.0
294374,2022-03-07,E18,wind,3750.0
294375,2022-03-07,E18,hydro,221501.0
295125,2022-03-08,E19,solar,428.0
295126,2022-03-08,E18,wind,3750.0
295127,2022-03-08,E18,hydro,221501.0
296112,2022-03-09,E18,wind,3750.0
296113,2022-03-09,E19,solar,428.0
296114,2022-03-09,E18,hydro,221501.0
296269,2022-03-10,E19,solar,428.0
296270,2022-03-10,E18,wind,3750.0
296271,2022-03-10,E18,hydro,221501.0
297016,2022-03-11,E19,solar,428.0
297017,2022-03-11,E18,wind,3750.0
297018,2022-03-11,E18,hydro,221501.0
297773,2022-03-12,E18,hydro,221501.0
297774,2022-03-12,E19,solar,428.0
297775,2022-03-12,E18,wind,3750.0
298880,2022-03-13,E18,wind,3750.0
298881,2022-03-13,E19,solar,428.0
298882,2022-03-13,E18,hydro,221501.0
299663,2022-03-14,E19,solar,428.0
299664,2022-03-14,E18,hydro,221501.0
299665,2022-03-14,E18,wind,3750.0
300020,2022-03-15,E18,hydro,221501.0
300021,2022-03-15,E19,solar,428.0
300022,2022-03-15,E18,wind,3750.0
300772,2022-03-16,E19,solar,428.0
300773,2022-03-16,E18,hydro,221501.0
300774,2022-03-16,E18,wind,3750.0
302077,2022-03-17,E18,wind,3750.0
302078,2022-03-17,E18,hydro,221501.0
302079,2022-03-17,E19,solar,428.0
302879,2022-03-18,E18,hydro,221501.0
302880,2022-03-18,E18,wind,3750.0
302881,2022-03-18,E19,solar,428.0
303208,2022-03-19,E18,wind,3750.0
303209,2022-03-19,E19,solar,428.0
303210,2022-03-19,E18,hydro,221501.0
303775,2022-03-20,E18,hydro,221501.0
303776,2022-03-20,E19,solar,428.0
303777,2022-03-20,E18,wind,3750.0
304749,2022-03-21,E18,hydro,221501.0
304750,2022-03-21,E19,solar,428.0
304751,2022-03-21,E18,wind,3750.0
305929,2022-03-22,E19,solar,428.0
305930,2022-03-22,E18,wind,3750.0
305931,2022-03-22,E18,hydro,221501.0
306385,2022-03-23,E18,hydro,221501.0
306386,2022-03-23,E19,solar,428.0
306387,2022-03-23,E18,wind,3750.0
307309,2022-03-24,E18,hydro,221501.0
307310,2022-03-24,E19,solar,428.0
307311,2022-03-24,E18,wind,3750.0
307897,2022-03-25,E19,solar,428.0
307898,2022-03-25,E18,wind,3750.0
307899,2022-03-25,E18,hydro,221501.0
308283,2022-03-26,E18,hydro,221501.0
308284,2022-03-26,E18,wind,3750.0
308285,2022-03-26,E19,solar,428.0
309438,2022-03-27,E18,hydro,221501.0
309439,2022-03-27,E19,solar,428.0
309440,2022-03-27,E18,wind,3750.0
310315,2022-03-28,E19,solar,428.0
310316,2022-03-28,E18,wind,3750.0
310317,2022-03-28,E18,hydro,221501.0
310537,2022-03-29,E18,hydro,221501.0
310538,2022-03-29,E18,wind,3750.0
310539,2022-03-29,E19,solar,428.0
311630,2022-03-30,E18,wind,3750.0
311631,2022-03-30,E19,solar,428.0
311632,2022-03-30,E18,hydro,221501.0
312303,2022-03-31,E19,solar,428.0
312304,2022-03-31,E18,wind,3750.0
312305,2022-03-31,E18,hydro,221501.0
312807,2022-04-01,E19,solar,428.0
312808,2022-04-01,E18,wind,3750.0
312809,2022-04-01,E18,hydro,221501.0
313555,2022-04-02,E19,solar,428.0
313556,2022-04-02,E18,wind,3750.0
313557,2022-04-02,E18,hydro,221501.0
314877,2022-04-03,E19,solar,428.0
314878,2022-04-03,E18,wind,3750.0
314879,2022-04-03,E18,hydro,221501.0
315555,2022-04-04,E19,solar,428.0
315556,2022-04-04,E18,wind,3750.0
315557,2022-04-04,E18,hydro,221501.0
315810,2022-04-05,E18,hydro,221501.0
315811,2022-04-05,E18,wind,3750.0
315812,2022-04-05,E19,solar,428.0
316559,2022-04-06,E19,solar,428.0
316560,2022-04-06,E18,wind,3750.0
316561,2022-04-06,E18,hydro,221501.0
317313,2022-04-07,E18,hydro,221501.0
317314,2022-04-07,E19,solar,428.0
317315,2022-04-07,E18,wind,3750.0
318073,2022-04-08,E19,solar,428.0
318074,2022-04-08,E18,wind,3750.0
318075,2022-04-08,E18,hydro,221501.0
319012,2022-04-09,E19,solar,428.0
319013,2022-04-09,E18,wind,3750.0
319014,2022-04-09,E18,hydro,221501.0
319829,2022-04-10,E18,hydro,221501.0
319830,2022-04-10,E18,wind,3750.0
319831,2022-04-10,E19,solar,428.0
320972,2022-04-11,E18,wind,3750.0
320973,2022-04-11,E18,hydro,221501.0
320974,2022-04-11,E19,solar,428.0
321239,2022-04-12,E18,wind,3750.0
321240,2022-04-12,E18,hydro,221501.0
321241,2022-04-12,E19,solar,428.0
321835,2022-04-13,E19,solar,428.0
321836,2022-04-13,E18,wind,3750.0
321837,2022-04-13,E18,hydro,221501.0
323181,2022-04-14,E19,solar,428.0
323182,2022-04-14,E18,hydro,221501.0
323183,2022-04-14,E18,wind,3750.0
323524,2022-04-15,E19,solar,428.0
323525,2022-04-15,E18,hydro,221501.0
323526,2022-04-15,E18,wind,3750.0
324102,2022-04-16,E18,hydro,221501.0
324103,2022-04-16,E19,solar,428.0
324104,2022-04-16,E18,wind,3750.0
324845,2022-04-17,E19,solar,428.0
324846,2022-04-17,E18,wind,3750.0
324847,2022-04-17,E18,hydro,221501.0
326095,2022-04-18,E18,wind,3750.0
326096,2022-04-18,E18,hydro,221501.0
326097,2022-04-18,E19,solar,428.0
326355,2022-04-19,E18,hydro,221501.0
326356,2022-04-19,E18,wind,3750.0
326357,2022-04-19,E19,solar,428.0
327511,2022-04-20,E19,solar,428.0
327512,2022-04-20,E18,hydro,221501.0
327513,2022-04-20,E18,wind,3750.0
327871,2022-04-21,E18,hydro,221501.0
327872,2022-04-21,E18,wind,3750.0
327873,2022-04-21,E19,solar,428.0
329112,2022-04-22,E19,solar,428.0
329113,2022-04-22,E18,hydro,221501.0
329114,2022-04-22,E18,wind,3750.0
329533,2022-04-23,E18,wind,3750.0
329534,2022-04-23,E18,hydro,221501.0
329535,2022-04-23,E19,solar,428.0
330376,2022-04-24,E19,solar,428.0
330377,2022-04-24,E18,wind,3750.0
330378,2022-04-24,E18,hydro,221501.0
330878,2022-04-25,E19,solar,428.0
330879,2022-04-25,E18,hydro,221501.0
330880,2022-04-25,E18,wind,3750.0
332194,2022-04-26,E18,wind,3750.0
332195,2022-04-26,E18,hydro,221501.0
332196,2022-04-26,E19,solar,435.0
332968,2022-04-27,E18,wind,3750.0
332969,2022-04-27,E19,solar,435.0
332970,2022-04-27,E18,hydro,221501.0
333372,2022-04-28,E18,hydro,221501.0
333373,2022-04-28,E19,solar,435.0
333374,2022-04-28,E18,wind,3750.0
334295,2022-04-29,E19,solar,435.0
334296,2022-04-29,E18,hydro,221501.0
334297,2022-04-29,E18,wind,3750.0
335198,2022-04-30,E19,solar,435.0
335199,2022-04-30,E18,hydro,221501.0
335200,2022-04-30,E18,wind,3750.0
336004,2022-05-01,E18,hydro,221501.0
336005,2022-05-01,E18,wind,3750.0
336006,2022-05-01,E19,solar,435.0
336411,2022-05-02,E18,hydro,221501.0
336412,2022-05-02,E19,solar,435.0
336413,2022-05-02,E18,wind,3750.0
337109,2022-05-03,E18,wind,3750.0
337110,2022-05-03,E19,solar,435.0
337111,2022-05-03,E18,hydro,221501.0
338329,2022-05-04,E18,wind,3750.0
338330,2022-05-04,E19,solar,435.0
338331,2022-05-04,E18,hydro,221501.0
338646,2022-05-05,E19,solar,435.0
338647,2022-05-05,E18,wind,3750.0
338648,2022-05-05,E18,hydro,221501.0
339432,2022-05-06,E18,hydro,221501.0
339433,2022-05-06,E18,wind,3750.0
339434,2022-05-06,E19,solar,435.0
340475,2022-05-07,E19,solar,435.0
340476,2022-05-07,E18,hydro,221501.0
340477,2022-05-07,E18,wind,3750.0
341073,2022-05-08,E19,solar,435.0
341074,2022-05-08,E18,wind,3750.0
341075,2022-05-08,E18,hydro,221501.0
341837,2022-05-09,E18,hydro,221501.0
341838,2022-05-09,E19,solar,435.0
341839,2022-05-09,E18,wind,3750.0
342764,2022-05-10,E19,solar,435.0
342765,2022-05-10,E18,hydro,221501.0
342766,2022-05-10,E18,wind,3750.0
342992,2022-05-11,E18,hydro,221501.0
342993,2022-05-11,E18,wind,3750.0
342994,2022-05-11,E19,solar,435.0
343754,2022-05-12,E18,hydro,221501.0
343755,2022-05-12,E18,wind,3750.0
343756,2022-05-12,E19,solar,435.0
344728,2022-05-13,E18,hydro,221501.0
344729,2022-05-13,E18,wind,3750.0
344730,2022-05-13,E19,solar,450.0
345907,2022-05-14,E18,wind,3750.0
345908,2022-05-14,E18,hydro,221501.0
345909,2022-05-14,E19,solar,450.0
346735,2022-05-15,E19,solar,450.0
346736,2022-05-15,E18,hydro,221501.0
346737,2022-05-15,E18,wind,3750.0
346787,2022-05-16,E18,hydro,221501.0
346788,2022-05-16,E19,solar,450.0
346789,2022-05-16,E18,wind,3750.0
347547,2022-05-17,E19,solar,450.0
347548,2022-05-17,E18,hydro,221501.0
347549,2022-05-17,E18,wind,3750.0
348718,2022-05-18,E19,solar,450.0
348719,2022-05-18,E18,wind,3750.0
348720,2022-05-18,E18,hydro,221501.0
349064,2022-05-19,E18,hydro,221501.0
349065,2022-05-19,E18,wind,3750.0
349066,2022-05-19,E19,solar,450.0
350024,2022-05-20,E19,solar,450.0
350025,2022-05-20,E18,wind,3750.0
350026,2022-05-20,E18,hydro,221501.0
350964,2022-05-21,E18,wind,3750.0
350965,2022-05-21,E18,hydro,221501.0
350966,2022-05-21,E19,solar,450.0
351502,2022-05-22,E18,wind,3750.0
351503,2022-05-22,E19,solar,450.0
351504,2022-05-22,E18,hydro,221501.0
352609,2022-05-23,E19,solar,450.0
352610,2022-05-23,E18,wind,3750.0
352611,2022-05-23,E18,hydro,221501.0
352864,2022-05-24,E19,solar,456.0
352865,2022-05-24,E18,wind,3750.0
352866,2022-05-24,E18,hydro,221501.0
353833,2022-05-25,E18,hydro,221501.0
353834,2022-05-25,E19,solar,456.0
353835,2022-05-25,E18,wind,3750.0
354744,2022-05-26,E18,wind,3750.0
354745,2022-05-26,E18,hydro,221501.0
354746,2022-05-26,E19,solar,456.0
355146,2022-05-27,E18,hydro,221501.0
355147,2022-05-27,E19,solar,456.0
355148,2022-05-27,E18,wind,3750.0
355911,2022-05-28,E18,hydro,221501.0
355912,2022-05-28,E18,wind,3750.0
355913,2022-05-28,E19,solar,456.0
357038,2022-05-29,E18,wind,3750.0
357039,2022-05-29,E18,hydro,221501.0
357040,2022-05-29,E19,solar,456.0
357863,2022-05-30,E18,hydro,221501.0
357864,2022-05-30,E19,solar,456.0
357865,2022-05-30,E18,wind,3750.0
358735,2022-05-31,E19,solar,456.0
358736,2022-05-31,E18,wind,3750.0
358737,2022-05-31,E18,hydro,221501.0
359118,2022-06-01,E18,wind,3750.0
359119,2022-06-01,E18,hydro,221501.0
359120,2022-06-01,E19,solar,456.0
360323,2022-06-02,E18,hydro,221501.0
360324,2022-06-02,E19,solar,456.0
360325,2022-06-02,E18,wind,3750.0
360725,2022-06-03,E19,solar,456.0
360726,2022-06-03,E18,wind,3750.0
360727,2022-06-03,E18,hydro,221501.0
361763,2022-06-04,E19,solar,456.0
361764,2022-06-04,E18,hydro,221501.0
361765,2022-06-04,E18,wind,3750.0
362006,2022-06-05,E19,solar,456.0
362007,2022-06-05,E18,hydro,221501.0
362008,2022-06-05,E18,wind,3750.0
363161,2022-06-06,E19,solar,456.0
363162,2022-06-06,E18,hydro,221501.0
363163,2022-06-06,E18,wind,3750.0
363722,2022-06-07,E18,hydro,221501.0
363723,2022-06-07,E18,wind,3750.0
363724,2022-06-07,E19,solar,456.0
365022,2022-06-08,E18,hydro,221501.0
365023,2022-06-08,E19,solar,456.0
365024,2022-06-08,E18,wind,3750.0
365526,2022-06-09,E18,wind,3750.0
365527,2022-06-09,E18,hydro,221501.0
365528,2022-06-09,E19,solar,471.0
365987,2022-06-10,E18,wind,3750.0
365988,2022-06-10,E18,hydro,221501.0
365989,2022-06-10,E19,solar,471.0
367151,2022-06-11,E19,solar,471.0
367152,2022-06-11,E18,wind,3750.0
367153,2022-06-11,E18,hydro,221501.0
367936,2022-06-12,E18,wind,3750.0
367937,2022-06-12,E18,hydro,221501.0
367938,2022-06-12,E19,solar,471.0
368095,2022-06-13,E19,solar,471.0
368096,2022-06-13,E18,wind,3750.0
368097,2022-06-13,E18,hydro,221501.0
368861,2022-06-14,E18,hydro,221501.0
368862,2022-06-14,E18,wind,3750.0
368863,2022-06-14,E19,solar,471.0
369925,2022-06-15,E18,wind,3750.0
369926,2022-06-15,E19,solar,471.0
369927,2022-06-15,E18,hydro,221501.0
370987,2022-06-16,E18,hydro,221501.0
370988,2022-06-16,E18,wind,3750.0
370989,2022-06-16,E19,solar,471.0
371606,2022-06-17,E18,wind,3750.0
371607,2022-06-17,E18,hydro,221501.0
371608,2022-06-17,E19,solar,471.0
372392,2022-06-18,E18,wind,3750.0
372393,2022-06-18,E18,hydro,221501.0
372394,2022-06-18,E19,solar,471.0
372662,2022-06-19,E19,solar,471.0
372663,2022-06-19,E18,hydro,221501.0
372664,2022-06-19,E18,wind,3750.0
373936,2022-06-20,E18,wind,3750.0
373937,2022-06-20,E19,solar,471.0
373938,2022-06-20,E18,hydro,221501.0
374399,2022-06-21,E19,solar,471.0
374400,2022-06-21,E18,wind,3750.0
374401,2022-06-21,E18,hydro,221501.0
375199,2022-06-22,E18,hydro,221501.0
375200,2022-06-22,E19,solar,480.0
375201,2022-06-22,E18,wind,3750.0
375984,2022-06-23,E18,hydro,221501.0
375985,2022-06-23,E19,solar,480.0
375986,2022-06-23,E18,wind,3750.0
376853,2022-06-24,E18,hydro,221501.0
376854,2022-06-24,E19,solar,480.0
376855,2022-06-24,E18,wind,3750.0
377255,2022-06-25,E18,hydro,221501.0
377256,2022-06-25,E18,wind,3750.0
377257,2022-06-25,E19,solar,480.0
378230,2022-06-26,E18,hydro,221501.0
378231,2022-06-26,E18,wind,3750.0
378232,2022-06-26,E19,solar,480.0
378779,2022-06-27,E18,hydro,221501.0
378780,2022-06-27,E19,solar,480.0
378781,2022-06-27,E18,wind,3750.0
379735,2022-06-28,E19,solar,480.0
379736,2022-06-28,E18,wind,3750.0
379737,2022-06-28,E18,hydro,221501.0
380930,2022-06-29,E18,hydro,221501.0
380931,2022-06-29,E19,solar,480.0
380932,2022-06-29,E18,wind,3750.0
381067,2022-06-30,E19,solar,480.0
381068,2022-06-30,E18,hydro,221501.0
381069,2022-06-30,E18,wind,3750.0
382223,2022-07-01,E19,solar,480.0
382224,2022-07-01,E18,wind,3750.0
382225,2022-07-01,E18,hydro,221501.0
382746,2022-07-02,E18,wind,3750.0
382747,2022-07-02,E19,solar,480.0
382748,2022-07-02,E18,hydro,221501.0
383361,2022-07-03,E19,solar,480.0
383362,2022-07-03,E18,wind,3750.0
383363,2022-07-03,E18,hydro,221501.0
384509,2022-07-04,E19,solar,480.0
384510,2022-07-04,E18,hydro,221501.0
384511,2022-07-04,E18,wind,3750.0
385082,2022-07-05,E18,wind,3750.0
385083,2022-07-05,E19,solar,480.0
385084,2022-07-05,E18,hydro,221501.0
385668,2022-07-06,E19,solar,480.0
385669,2022-07-06,E18,wind,3750.0
385670,2022-07-06,E18,hydro,221501.0
386658,2022-07-07,E19,solar,480.0
386659,2022-07-07,E18,hydro,221501.0
386660,2022-07-07,E18,wind,3750.0
387378,2022-07-08,E18,wind,3750.0
387379,2022-07-08,E18,hydro,221501.0
387380,2022-07-08,E19,solar,480.0
388180,2022-07-09,E19,solar,480.0
388181,2022-07-09,E18,hydro,221501.0
388182,2022-07-09,E18,wind,3750.0
389299,2022-07-10,E18,wind,3750.0
389300,2022-07-10,E19,solar,480.0
389301,2022-07-10,E18,hydro,221501.0
390078,2022-07-11,E18,wind,3750.0
390079,2022-07-11,E18,hydro,221501.0
390080,2022-07-11,E19,solar,480.0
390836,2022-07-12,E18,wind,3750.0
390837,2022-07-12,E18,hydro,221501.0
390838,2022-07-12,E19,solar,480.0
391400,2022-07-13,E18,hydro,221501.0
391401,2022-07-13,E18,wind,3750.0
391402,2022-07-13,E19,solar,555.0
392428,2022-07-14,E18,hydro,221501.0
392429,2022-07-14,E18,wind,3750.0
392430,2022-07-14,E19,solar,555.0
392570,2022-07-15,E18,hydro,221501.0
392571,2022-07-15,E19,solar,555.0
392572,2022-07-15,E18,wind,3750.0
393831,2022-07-16,E19,solar,555.0
393832,2022-07-16,E18,hydro,221501.0
393833,2022-07-16,E18,wind,3750.0
394655,2022-07-17,E18,hydro,221501.0
394656,2022-07-17,E18,wind,3750.0
394657,2022-07-17,E19,solar,555.0
394866,2022-07-18,E18,hydro,221501.0
394867,2022-07-18,E18,wind,3750.0
394868,2022-07-18,E19,solar,555.0
396098,2022-07-19,E18,wind,3750.0
396099,2022-07-19,E19,solar,555.0
396100,2022-07-19,E18,hydro,221501.0
396625,2022-07-20,E18,hydro,221501.0
396626,2022-07-20,E18,wind,3750.0
396627,2022-07-20,E19,solar,555.0
397397,2022-07-21,E18,hydro,221501.0
397398,2022-07-21,E18,wind,3750.0
397399,2022-07-21,E19,solar,555.0
398340,2022-07-22,E19,solar,555.0
398341,2022-07-22,E18,wind,3750.0
398342,2022-07-22,E18,hydro,221501.0
399185,2022-07-23,E19,solar,555.0
399186,2022-07-23,E18,wind,3750.0
399187,2022-07-23,E18,hydro,221501.0
399642,2022-07-24,E18,wind,3750.0
399643,2022-07-24,E19,solar,555.0
399644,2022-07-24,E18,hydro,221501.0
400705,2022-07-25,E18,wind,3750.0
400706,2022-07-25,E18,hydro,221501.0
400707,2022-07-25,E19,solar,555.0
401008,2022-07-26,E19,solar,555.0
401009,2022-07-26,E18,hydro,221501.0
401010,2022-07-26,E18,wind,3750.0
401776,2022-07-27,E18,hydro,221501.0
401777,2022-07-27,E19,solar,555.0
401778,2022-07-27,E18,wind,3750.0
403209,2022-07-28,E18,hydro,221501.0
403210,2022-07-28,E18,wind,3750.0
403211,2022-07-28,E19,solar,555.0
403702,2022-07-29,E18,hydro,221501.0
403703,2022-07-29,E18,wind,3750.0
403704,2022-07-29,E19,solar,555.0
404082,2022-07-30,E19,solar,555.0
404083,2022-07-30,E18,hydro,221501.0
404084,2022-07-30,E18,wind,3750.0
405556,2022-07-31,E18,hydro,221501.0
405557,2022-07-31,E19,solar,555.0
405558,2022-07-31,E18,wind,3750.0
405991,2022-08-01,E18,hydro,221501.0
405992,2022-08-01,E19,solar,555.0
405993,2022-08-01,E18,wind,3750.0
406543,2022-08-02,E18,wind,3750.0
406544,2022-08-02,E18,hydro,221501.0
406545,2022-08-02,E19,solar,555.0
407589,2022-08-03,E19,solar,555.0
407590,2022-08-03,E18,hydro,221501.0
407591,2022-08-03,E18,wind,3750.0
408346,2022-08-04,E18,hydro,221501.0
408347,2022-08-04,E18,wind,3750.0
408348,2022-08-04,E19,solar,555.0
408679,2022-08-05,E18,hydro,221501.0
408680,2022-08-05,E18,wind,3750.0
408681,2022-08-05,E19,solar,555.0
409940,2022-08-06,E18,wind,3750.0
409941,2022-08-06,E18,hydro,221501.0
409942,2022-08-06,E19,solar,555.0
410443,2022-08-07,E19,solar,555.0
410444,2022-08-07,E18,wind,3750.0
410445,2022-08-07,E18,hydro,221501.0
411631,2022-08-08,E19,solar,555.0
411632,2022-08-08,E18,hydro,221501.0
411633,2022-08-08,E18,wind,3750.0
412446,2022-08-09,E18,hydro,221501.0
412447,2022-08-09,E19,solar,555.0
412448,2022-08-09,E18,wind,3750.0
412965,2022-08-10,E18,wind,3750.0
412966,2022-08-10,E19,solar,555.0
412967,2022-08-10,E18,hydro,221501.0
413435,2022-08-11,E18,wind,3750.0
413436,2022-08-11,E18,hydro,221501.0
413437,2022-08-11,E19,solar,555.0
414558,2022-08-12,E19,solar,555.0
414559,2022-08-12,E18,hydro,221501.0
414560,2022-08-12,E18,wind,3750.0
415054,2022-08-13,E18,hydro,221501.0
415055,2022-08-13,E19,solar,555.0
415056,2022-08-13,E18,wind,3750.0
415943,2022-08-14,E18,wind,3750.0
415944,2022-08-14,E19,solar,555.0
415945,2022-08-14,E18,hydro,221501.0
416884,2022-08-15,E18,wind,3750.0
416885,2022-08-15,E18,hydro,221501.0
416886,2022-08-15,E19,solar,555.0
417477,2022-08-16,E18,hydro,221501.0
417478,2022-08-16,E19,solar,555.0
417479,2022-08-16,E18,wind,3750.0
418092,2022-08-17,E18,wind,3750.0
418093,2022-08-17,E19,solar,555.0
418094,2022-08-17,E18,hydro,221501.0
418900,2022-08-18,E19,solar,555.0
418901,2022-08-18,E18,hydro,221501.0
418902,2022-08-18,E18,wind,3750.0
419812,2022-08-19,E18,hydro,221501.0
419813,2022-08-19,E19,solar,555.0
419814,2022-08-19,E18,wind,3750.0
420902,2022-08-20,E19,solar,555.0
420903,2022-08-20,E18,hydro,221501.0
420904,2022-08-20,E18,wind,3750.0
421411,2022-08-21,E19,solar,555.0
421412,2022-08-21,E18,wind,3750.0
421413,2022-08-21,E18,hydro,221501.0
422378,2022-08-22,E18,hydro,221501.0
422379,2022-08-22,E18,wind,3750.0
422380,2022-08-22,E19,solar,555.0
422527,2022-08-23,E18,hydro,221501.0
422528,2022-08-23,E18,wind,3750.0
422529,2022-08-23,E19,solar,555.0
424029,2022-08-24,E19,solar,555.0
424030,2022-08-24,E18,wind,3750.0
424031,2022-08-24,E18,hydro,221501.0
424697,2022-08-25,E19,solar,555.0
424698,2022-08-25,E18,hydro,221501.0
424699,2022-08-25,E18,wind,3750.0
424850,2022-08-26,E18,hydro,221501.0
424851,2022-08-26,E18,wind,3750.0
424852,2022-08-26,E19,solar,561.0
425773,2022-08-27,E18,wind,3750.0
425774,2022-08-27,E19,solar,561.0
425775,2022-08-27,E18,hydro,221501.0
426386,2022-08-28,E18,hydro,221501.0
426387,2022-08-28,E19,solar,561.0
426388,2022-08-28,E18,wind,3750.0
427357,2022-08-29,E19,solar,561.0
427358,2022-08-29,E18,hydro,221501.0
427359,2022-08-29,E18,wind,3750.0
428182,2022-08-30,E19,solar,561.0
428183,2022-08-30,E18,hydro,221501.0
428184,2022-08-30,E18,wind,3750.0
428703,2022-08-31,E19,solar,561.0
428704,2022-08-31,E18,hydro,221501.0
428705,2022-08-31,E18,wind,3750.0
429619,2022-09-01,E18,wind,3750.0
429620,2022-09-01,E19,solar,561.0
429621,2022-09-01,E18,hydro,221501.0
430830,2022-09-02,E18,hydro,221501.0
430831,2022-09-02,E19,solar,561.0
430832,2022-09-02,E18,wind,3750.0
431646,2022-09-03,E19,solar,561.0
431647,2022-09-03,E18,wind,3750.0
431648,2022-09-03,E18,hydro,221501.0
432039,2022-09-04,E19,solar,561.0
432040,2022-09-04,E18,wind,3750.0
432041,2022-09-04,E18,hydro,221501.0
432722,2022-09-05,E18,wind,3750.0
432723,2022-09-05,E18,hydro,221501.0
432724,2022-09-05,E19,solar,561.0
433716,2022-09-06,E19,solar,561.0
433717,2022-09-06,E18,wind,3750.0
433718,2022-09-06,E18,hydro,221501.0
434686,2022-09-07,E19,solar,561.0
434687,2022-09-07,E18,wind,3750.0
434688,2022-09-07,E18,hydro,221501.0
434879,2022-09-08,E19,solar,561.0
434880,2022-09-08,E18,wind,3750.0
434881,2022-09-08,E18,hydro,221501.0
435891,2022-09-09,E18,hydro,221501.0
435892,2022-09-09,E19,solar,561.0
435893,2022-09-09,E18,wind,3750.0
436820,2022-09-10,E19,solar,561.0
436821,2022-09-10,E18,wind,3750.0
436822,2022-09-10,E18,hydro,221501.0
437820,2022-09-11,E19,solar,561.0
437821,2022-09-11,E18,wind,3750.0
437822,2022-09-11,E18,hydro,221501.0
437963,2022-09-12,E18,hydro,221501.0
437964,2022-09-12,E18,wind,3750.0
437965,2022-09-12,E19,solar,561.0
439197,2022-09-13,E18,wind,3750.0
439198,2022-09-13,E19,solar,568.0
439199,2022-09-13,E18,hydro,221501.0
439510,2022-09-14,E19,solar,568.0
439511,2022-09-14,E18,hydro,221501.0
439512,2022-09-14,E18,wind,3750.0
440722,2022-09-15,E19,solar,568.0
440723,2022-09-15,E18,hydro,221501.0
440724,2022-09-15,E18,wind,3750.0
441302,2022-09-16,E19,solar,568.0
441303,2022-09-16,E18,hydro,221501.0
441304,2022-09-16,E18,wind,3750.0
442550,2022-09-17,E19,solar,568.0
442551,2022-09-17,E18,wind,3750.0
442552,2022-09-17,E18,hydro,221501.0
442601,2022-09-18,E19,solar,568.0
442602,2022-09-18,E18,wind,3750.0
442603,2022-09-18,E18,hydro,221501.0
443593,2022-09-19,E19,solar,568.0
443594,2022-09-19,E18,wind,3750.0
443595,2022-09-19,E18,hydro,221501.0
444556,2022-09-20,E19,solar,568.0
444557,2022-09-20,E18,wind,3750.0
444558,2022-09-20,E18,hydro,221501.0
445287,2022-09-21,E18,wind,3750.0
445288,2022-09-21,E18,hydro,221501.0
445289,2022-09-21,E19,solar,568.0
446100,2022-09-22,E18,wind,3750.0
446101,2022-09-22,E18,hydro,221501.0
446102,2022-09-22,E19,solar,580.0
446923,2022-09-23,E19,solar,580.0
446924,2022-09-23,E18,wind,3750.0
446925,2022-09-23,E18,hydro,221501.0
447254,2022-09-24,E18,hydro,221501.0
447255,2022-09-24,E18,wind,3750.0
447256,2022-09-24,E19,solar,580.0
448024,2022-09-25,E19,solar,580.0
448025,2022-09-25,E18,hydro,221501.0
448026,2022-09-25,E18,wind,3750.0
448799,2022-09-26,E18,hydro,221501.0
448800,2022-09-26,E19,solar,580.0
448801,2022-09-26,E18,wind,3750.0
449573,2022-09-27,E18,hydro,221501.0
449574,2022-09-27,E19,solar,580.0
449575,2022-09-27,E18,wind,3750.0
450346,2022-09-28,E19,solar,580.0
450347,2022-09-28,E18,wind,3750.0
450348,2022-09-28,E18,hydro,221501.0
451749,2022-09-29,E18,hydro,221501.0
451750,2022-09-29,E19,solar,580.0
451751,2022-09-29,E18,wind,3750.0
451890,2022-09-30,E18,hydro,221501.0
451891,2022-09-30,E18,wind,3750.0
451892,2022-09-30,E19,solar,580.0
453033,2022-10-01,E18,wind,3750.0
453034,2022-10-01,E18,hydro,221501.0
453035,2022-10-01,E19,solar,580.0
453662,2022-10-02,E19,solar,580.0
453663,2022-10-02,E18,hydro,221501.0
