DATE,PRICE_AREA,PRODUCTION_GROUP,METERINGPOINT_TYPE,INSTALLED_CAPACITY
2023-02-15,NO4,Other unspecified,Production,10550.000
2023-02-15,NO4,Solar unspecified,Combined,2839.000
2023-02-15,NO4,Thermal unspecified,Production,303299.000
2023-02-15,NO4,Wind unspecified,Production,1224900.000
2023-02-15,NO5,Hydro unspecified,Combined,564.000
2023-02-15,NO5,Hydro unspecified,Production,8515092.000
2023-02-15,NO5,Other unspecified,Combined,296.000
2023-02-15,NO5,Other unspecified,Production,0.000
2023-02-15,NO5,Solar unspecified,Combined,33385.000
2023-02-15,NO5,Thermal unspecified,Production,330500.000
2023-02-15,NO5,Wind unspecified,Combined,2.000
2023-02-16,NO1,Hydro unspecified,Combined,704.000
2023-02-16,NO1,Hydro unspecified,Production,3971793.000
2023-02-16,NO1,Other unspecified,Combined,273.000
2023-02-16,NO1,Other unspecified,Production,0.000
2023-02-16,NO1,Solar unspecified,Combined,141705.000
2023-02-16,NO1,Solar unspecified,Production,4991.000
2023-02-16,NO1,Thermal unspecified,Combined,35.000
2023-02-16,NO1,Thermal unspecified,Production,61660.000
2023-02-16,NO1,Wind unspecified,Production,356200.000
2023-02-16,NO2,Hydro unspecified,Combined,706.000
2023-02-16,NO2,Hydro unspecified,Production,12344679.000
2023-02-16,NO2,Other unspecified,Combined,3669.000
2023-02-16,NO2,Other unspecified,Production,12280.000
2023-02-16,NO2,Solar unspecified,Combined,107613.000
2023-02-16,NO2,Solar unspecified,Production,4681.000
2023-02-16,NO2,Thermal unspecified,Combined,20.000
2023-02-16,NO2,Thermal unspecified,Production,71760.000
2023-02-16,NO2,Wind unspecified,Combined,121.000
2023-02-16,NO2,Wind unspecified,Production,1459419.000
2023-02-16,NO3,Hydro unspecified,Combined,660.000
2023-02-16,NO3,Hydro unspecified,Production,4834939.000
2023-02-16,NO3,Other unspecified,Combined,1299.000
2023-02-16,NO3,Other unspecified,Production,100.000
2023-02-16,NO3,Solar unspecified,Combined,27092.000
2023-02-16,NO3,Solar unspecified,Production,500.000
2023-02-16,NO3,Thermal unspecified,Production,216000.000
2023-02-16,NO3,Wind unspecified,Combined,307.000
2023-02-16,NO3,Wind unspecified,Production,2787914.000
2023-02-16,NO4,Hydro unspecified,Combined,283.000
2023-02-16,NO4,Hydro unspecified,Production,5372753.000
2023-02-16,NO4,Other unspecified,Combined,659.000
2023-02-16,NO4,Other unspecified,Production,10550.000
2023-02-16,NO4,Solar unspecified,Combined,2839.000
2023-02-16,NO4,Thermal unspecified,Production,303299.000
2023-02-16,NO4,Wind unspecified,Production,1224900.000
2023-02-16,NO5,Hydro unspecified,Combined,564.000
2023-02-16,NO5,Hydro unspecified,Production,8515092.000
2023-02-16,NO5,Other unspecified,Combined,296.000
2023-02-16,NO5,Other unspecified,Production,0.000
2023-02-16,NO5,Solar unspecified,Combined,33482.000
2023-02-16,NO5,Thermal unspecified,Production,330500.000
2023-02-16,NO5,Wind unspecified,Combined,2.000
2023-02-17,NO1,Hydro unspecified,Combined,704.000
2023-02-17,NO1,Hydro unspecified,Production,3971793.000
2023-02-17,NO1,Other unspecified,Combined,273.000
2023-02-17,NO1,Other unspecified,Production,0.000
2023-02-17,NO1,Solar unspecified,Combined,141945.000
2023-02-17,NO1,Solar unspecified,Production,4991.000
2023-02-17,NO1,Thermal unspecified,Combined,35.000
2023-02-17,NO1,Thermal unspecified,Production,61660.000
2023-02-17,NO1,Wind unspecified,Production,356200.000
2023-02-17,NO2,Hydro unspecified,Combined,706.000
2023-02-17,NO2,Hydro unspecified,Production,12321679.000
2023-02-17,NO2,Other unspecified,Combined,3669.000
2023-02-17,NO2,Other unspecified,Production,12280.000
2023-02-17,NO2,Solar unspecified,Combined,107972.000
2023-02-17,NO2,Solar unspecified,Production,4681.000
2023-02-17,NO2,Thermal unspecified,Combined,20.000
2023-02-17,NO2,Thermal unspecified,Production,71760.000
2023-02-17,NO2,Wind unspecified,Combined,121.000
2023-02-17,NO2,Wind unspecified,Production,1459419.000
2023-02-17,NO3,Hydro unspecified,Combined,660.000
2023-02-17,NO3,Hydro unspecified,Production,4834939.000
2023-02-17,NO3,Other unspecified,Combined,1299.000
2023-02-17,NO3,Other unspecified,Production,100.000
2023-02-17,NO3,Solar unspecified,Combined,27092.000
2023-02-17,NO3,Solar unspecified,Production,500.000
2023-02-17,NO3,Thermal unspecified,Production,216000.000
2023-02-17,NO3,Wind unspecified,Combined,307.000
2023-02-17,NO3,Wind unspecified,Production,2787914.000
2023-02-17,NO4,Hydro unspecified,Combined,283.000
2023-02-17,NO4,Hydro unspecified,Production,5372753.000
2023-02-17,NO4,Other unspecified,Combined,659.000
2023-02-17,NO4,Other unspecified,Production,10550.000
2023-02-17,NO4,Solar unspecified,Combined,2839.000
2023-02-17,NO4,Thermal unspecified,Production,303299.000
2023-02-17,NO4,Wind unspecified,Production,1224900.000
2023-02-17,NO5,Hydro unspecified,Combined,564.000
2023-02-17,NO5,Hydro unspecified,Production,8515092.000
2023-02-17,NO5,Other unspecified,Combined,296.000
2023-02-17,NO5,Other unspecified,Production,0.000
2023-02-17,NO5,Solar unspecified,Combined,33514.000
2023-02-17,NO5,Thermal unspecified,Production,330500.000
2023-02-17,NO5,Wind unspecified,Combined,2.000
2023-02-18,NO1,Hydro unspecified,Combined,704.000
2023-02-18,NO1,Hydro unspecified,Production,3971793.000
2023-02-18,NO1,Other unspecified,Combined,273.000
2023-02-18,NO1,Other unspecified,Production,0.000
2023-02-18,NO1,Solar unspecified,Combined,141945.000
2023-02-18,NO1,Solar unspecified,Production,4991.000
2023-02-18,NO1,Thermal unspecified,Combined,35.000
2023-02-18,NO1,Thermal unspecified,Production,61660.000
2023-02-18,NO1,Wind unspecified,Production,356200.000
2023-02-18,NO2,Hydro unspecified,Combined,706.000
2023-02-18,NO2,Hydro unspecified,Production,12321679.000
2023-02-18,NO2,Other unspecified,Combined,3669.000
2023-02-18,NO2,Other unspecified,Production,12280.000
2023-02-18,NO2,Solar unspecified,Combined,107994.000
2023-02-18,NO2,Solar unspecified,Production,4681.000
2023-02-18,NO2,Thermal unspecified,Combined,20.000
2023-02-18,NO2,Thermal unspecified,Production,71760.000
2023-02-18,NO2,Wind unspecified,Combined,121.000
2023-02-18,NO2,Wind unspecified,Production,1459419.000
2023-02-18,NO3,Hydro unspecified,Combined,660.000
2023-02-18,NO3,Hydro unspecified,Production,4834939.000
2023-02-18,NO3,Other unspecified,Combined,1299.000
2023-02-18,NO3,Other unspecified,Production,100.000
2023-02-18,NO3,Solar unspecified,Combined,27092.000
2023-02-18,NO3,Solar unspecified,Production,500.000
2023-02-18,NO3,Thermal unspecified,Production,216000.000
2023-02-18,NO3,Wind unspecified,Combined,307.000
2023-02-18,NO3,Wind unspecified,Production,2787914.000
2023-02-18,NO4,Hydro unspecified,Combined,283.000
2023-02-18,NO4,Hydro unspecified,Production,5372753.000
2023-02-18,NO4,Other unspecified,Combined,659.000
2023-02-18,NO4,Other unspecified,Production,10550.000
2023-02-18,NO4,Solar unspecified,Combined,2839.000
2023-02-18,NO4,Thermal unspecified,Production,303299.000
2023-02-18,NO4,Wind unspecified,Production,1224900.000
2023-02-18,NO5,Hydro unspecified,Combined,564.000
2023-02-18,NO5,Hydro unspecified,Production,8515092.000
2023-02-18,NO5,Other unspecified,Combined,296.000
2023-02-18,NO5,Other unspecified,Production,0.000
2023-02-18,NO5,Solar unspecified,Combined,33514.000
2023-02-18,NO5,Thermal unspecified,Production,330500.000
2023-02-18,NO5,Wind unspecified,Combined,2.000
2023-02-19,NO1,Hydro unspecified,Combined,704.000
2023-02-19,NO1,Hydro unspecified,Production,3971793.000
2023-02-19,NO1,Other unspecified,Combined,273.000
2023-02-19,NO1,Other unspecified,Production,0.000
2023-02-19,NO1,Solar unspecified,Combined,141945.000
2023-02-19,NO1,Solar unspecified,Production,4991.000
2023-02-19,NO1,Thermal unspecified,Combined,35.000
2023-02-19,NO1,Thermal unspecified,Production,61660.000
2023-02-19,NO1,Wind unspecified,Production,356200.000
2023-02-19,NO2,Hydro unspecified,Combined,706.000
2023-02-19,NO2,Hydro unspecified,Production,12321679.000
2023-02-19,NO2,Other unspecified,Combined,3669.000
2023-02-19,NO2,Other unspecified,Production,12280.000
2023-02-19,NO2,Solar unspecified,Combined,108004.000
2023-02-19,NO2,Solar unspecified,Production,4681.000
2023-02-19,NO2,Thermal unspecified,Combined,20.000
2023-02-19,NO2,Thermal unspecified,Production,71760.000
2023-02-19,NO2,Wind unspecified,Combined,121.000
2023-02-19,NO2,Wind unspecified,Production,1459419.000
2023-02-19,NO3,Hydro unspecified,Combined,660.000
2023-02-19,NO3,Hydro unspecified,Production,4834939.000
2023-02-19,NO3,Other unspecified,Combined,1299.000
2023-02-19,NO3,Other unspecified,Production,100.000
2023-02-19,NO3,Solar unspecified,Combined,27092.000
2023-02-19,NO3,Solar unspecified,Production,500.000
2023-02-19,NO3,Thermal unspecified,Production,216000.000
2023-02-19,NO3,Wind unspecified,Combined,307.000
2023-02-19,NO3,Wind unspecified,Production,2787914.000
2023-02-19,NO4,Hydro unspecified,Combined,283.000
2023-02-19,NO4,Hydro unspecified,Production,5372753.000
2023-02-19,NO4,Other unspecified,Combined,659.000
2023-02-19,NO4,Other unspecified,Production,10550.000
2023-02-19,NO4,Solar unspecified,Combined,2839.000
2023-02-19,NO4,Thermal unspecified,Production,303299.000
2023-02-19,NO4,Wind unspecified,Production,1224900.000
2023-02-19,NO5,Hydro unspecified,Combined,564.000
2023-02-19,NO5,Hydro unspecified,Production,8515092.000
2023-02-19,NO5,Other unspecified,Combined,296.000
2023-02-19,NO5,Other unspecified,Production,0.000
2023-02-19,NO5,Solar unspecified,Combined,33514.000
2023-02-19,NO5,Thermal unspecified,Production,330500.000
2023-02-19,NO5,Wind unspecified,Combined,2.000
2023-02-20,NO1,Hydro unspecified,Combined,704.000
2023-02-20,NO1,Hydro unspecified,Production,3971793.000
2023-02-20,NO1,Other unspecified,Combined,273.000
2023-02-20,NO1,Other unspecified,Production,0.000
2023-02-20,NO1,Solar unspecified,Combined,142136.000
2023-02-20,NO1,Solar unspecified,Production,4991.000
2023-02-20,NO1,Thermal unspecified,Combined,35.000
2023-02-20,NO1,Thermal unspecified,Production,61660.000
2023-02-20,NO1,Wind unspecified,Production,356200.000
2023-02-20,NO2,Hydro unspecified,Combined,706.000
2023-02-20,NO2,Hydro unspecified,Production,12321679.000
2023-02-20,NO2,Other unspecified,Combined,3669.000
2023-02-20,NO2,Other unspecified,Production,12280.000
2023-02-20,NO2,Solar unspecified,Combined,108541.000
2023-02-20,NO2,Solar unspecified,Production,4681.000
2023-02-20,NO2,Thermal unspecified,Combined,20.000
2023-02-20,NO2,Thermal unspecified,Production,71760.000
2023-02-20,NO2,Wind unspecified,Combined,121.000
2023-02-20,NO2,Wind unspecified,Production,1459419.000
2023-02-20,NO3,Hydro unspecified,Combined,660.000
2023-02-20,NO3,Hydro unspecified,Production,4834939.000
2023-02-20,NO3,Other unspecified,Combined,1299.000
2023-02-20,NO3,Other unspecified,Production,100.000
2023-02-20,NO3,Solar unspecified,Combined,27217.000
2023-02-20,NO3,Solar unspecified,Production,500.000
2023-02-20,NO3,Thermal unspecified,Production,216000.000
2023-02-20,NO3,Wind unspecified,Combined,307.000
2023-02-20,NO3,Wind unspecified,Production,2787914.000
2023-02-20,NO4,Hydro unspecified,Combined,283.000
2023-02-20,NO4,Hydro unspecified,Production,5372753.000
2023-02-20,NO4,Other unspecified,Combined,659.000
2023-02-20,NO4,Other unspecified,Production,10550.000
2023-02-20,NO4,Solar unspecified,Combined,2839.000
2023-02-20,NO4,Thermal unspecified,Production,303299.000
2023-02-20,NO4,Wind unspecified,Production,1224900.000
2023-02-20,NO5,Hydro unspecified,Combined,564.000
2023-02-20,NO5,Hydro unspecified,Production,8515092.000
2023-02-20,NO5,Other unspecified,Combined,296.000
2023-02-20,NO5,Other unspecified,Production,0.000
2023-02-20,NO5,Solar unspecified,Combined,33527.000
2023-02-20,NO5,Thermal unspecified,Production,330500.000
2023-02-20,NO5,Wind unspecified,Combined,2.000
2023-02-21,NO1,Hydro unspecified,Combined,704.000
2023-02-21,NO1,Hydro unspecified,Production,3971793.000
2023-02-21,NO1,Other unspecified,Combined,273.000
2023-02-21,NO1,Other unspecified,Production,0.000
2023-02-21,NO1,Solar unspecified,Combined,142360.000
2023-02-21,NO1,Solar unspecified,Production,4991.000
2023-02-21,NO1,Thermal unspecified,Combined,35.000
2023-02-21,NO1,Thermal unspecified,Production,61660.000
2023-02-21,NO1,Wind unspecified,Production,356200.000
2023-02-21,NO2,Hydro unspecified,Combined,706.000
2023-02-21,NO2,Hydro unspecified,Production,12321679.000
2023-02-21,NO2,Other unspecified,Combined,3669.000
2023-02-21,NO2,Other unspecified,Production,12280.000
2023-02-21,NO2,Solar unspecified,Combined,109812.000
2023-02-21,NO2,Solar unspecified,Production,4681.000
2023-02-21,NO2,Thermal unspecified,Combined,20.000
2023-02-21,NO2,Thermal unspecified,Production,71760.000
2023-02-21,NO2,Wind unspecified,Combined,121.000
2023-02-21,NO2,Wind unspecified,Production,1459374.000
2023-02-21,NO3,Hydro unspecified,Combined,660.000
2023-02-21,NO3,Hydro unspecified,Production,4834939.000
2023-02-21,NO3,Other unspecified,Combined,1299.000
2023-02-21,NO3,Other unspecified,Production,100.000
2023-02-21,NO3,Solar unspecified,Combined,27217.000
2023-02-21,NO3,Solar unspecified,Production,500.000
2023-02-21,NO3,Thermal unspecified,Production,216000.000
2023-02-21,NO3,Wind unspecified,Combined,307.000
2023-02-21,NO3,Wind unspecified,Production,2787914.000
2023-02-21,NO4,Hydro unspecified,Combined,283.000
2023-02-21,NO4,Hydro unspecified,Production,5372753.000
2023-02-21,NO4,Other unspecified,Combined,659.000
2023-02-21,NO4,Other unspecified,Production,10550.000
2023-02-21,NO4,Solar unspecified,Combined,2839.000
2023-02-21,NO4,Thermal unspecified,Production,303299.000
2023-02-21,NO4,Wind unspecified,Production,1224900.000
2023-02-21,NO5,Hydro unspecified,Combined,564.000
2023-02-21,NO5,Hydro unspecified,Production,8515092.000
2023-02-21,NO5,Other unspecified,Combined,296.000
2023-02-21,NO5,Other unspecified,Production,0.000
2023-02-21,NO5,Solar unspecified,Combined,33759.000
2023-02-21,NO5,Thermal unspecified,Production,330500.000
2023-02-21,NO5,Wind unspecified,Combined,2.000
2023-02-22,NO1,Hydro unspecified,Combined,704.000
2023-02-22,NO1,Hydro unspecified,Production,3971793.000
2023-02-22,NO1,Other unspecified,Combined,273.000
2023-02-22,NO1,Other unspecified,Production,0.000
2023-02-22,NO1,Solar unspecified,Combined,142513.000
2023-02-22,NO1,Solar unspecified,Production,4991.000
2023-02-22,NO1,Thermal unspecified,Combined,35.000
2023-02-22,NO1,Thermal unspecified,Production,61660.000
2023-02-22,NO1,Wind unspecified,Production,356200.000
2023-02-22,NO2,Hydro unspecified,Combined,706.000
2023-02-22,NO2,Hydro unspecified,Production,12321679.000
2023-02-22,NO2,Other unspecified,Combined,3669.000
2023-02-22,NO2,Other unspecified,Production,12280.000
2023-02-22,NO2,Solar unspecified,Combined,110286.000
2023-02-22,NO2,Solar unspecified,Production,4681.000
2023-02-22,NO2,Thermal unspecified,Combined,20.000
2023-02-22,NO2,Thermal unspecified,Production,71760.000
2023-02-22,NO2,Wind unspecified,Combined,121.000
2023-02-22,NO2,Wind unspecified,Production,1459374.000
2023-02-22,NO3,Hydro unspecified,Combined,660.000
2023-02-22,NO3,Hydro unspecified,Production,4834939.000
2023-02-22,NO3,Other unspecified,Combined,1299.000
2023-02-22,NO3,Other unspecified,Production,100.000
2023-02-22,NO3,Solar unspecified,Combined,27217.000
2023-02-22,NO3,Solar unspecified,Production,500.000
2023-02-22,NO3,Thermal unspecified,Production,216000.000
2023-02-22,NO3,Wind unspecified,Combined,307.000
2023-02-22,NO3,Wind unspecified,Production,2787914.000
2023-02-22,NO4,Hydro unspecified,Combined,283.000
2023-02-22,NO4,Hydro unspecified,Production,5372753.000
2023-02-22,NO4,Other unspecified,Combined,659.000
2023-02-22,NO4,Other unspecified,Production,10550.000
2023-02-22,NO4,Solar unspecified,Combined,2839.000
2023-02-22,NO4,Thermal unspecified,Production,303299.000
2023-02-22,NO4,Wind unspecified,Production,1224900.000
2023-02-22,NO5,Hydro unspecified,Combined,564.000
2023-02-22,NO5,Hydro unspecified,Production,8515092.000
2023-02-22,NO5,Other unspecified,Combined,296.000
2023-02-22,NO5,Other unspecified,Production,0.000
2023-02-22,NO5,Solar unspecified,Combined,33810.000
2023-02-22,NO5,Thermal unspecified,Production,330500.000
2023-02-22,NO5,Wind unspecified,Combined,2.000
2023-02-23,NO1,Hydro unspecified,Combined,704.000
2023-02-23,NO1,Hydro unspecified,Production,3971793.000
2023-02-23,NO1,Other unspecified,Combined,273.000
2023-02-23,NO1,Other unspecified,Production,0.000
2023-02-23,NO1,Solar unspecified,Combined,142800.000
2023-02-23,NO1,Solar unspecified,Production,4991.000
2023-02-23,NO1,Thermal unspecified,Combined,35.000
2023-02-23,NO1,Thermal unspecified,Production,61660.000
2023-02-23,NO1,Wind unspecified,Production,356200.000
2023-02-23,NO2,Hydro unspecified,Combined,706.000
2023-02-23,NO2,Hydro unspecified,Production,12321679.000
2023-02-23,NO2,Other unspecified,Combined,3669.000
2023-02-23,NO2,Other unspecified,Production,12280.000
2023-02-23,NO2,Solar unspecified,Combined,110588.000
2023-02-23,NO2,Solar unspecified,Production,4681.000
2023-02-23,NO2,Thermal unspecified,Combined,20.000
2023-02-23,NO2,Thermal unspecified,Production,71760.000
2023-02-23,NO2,Wind unspecified,Combined,121.000
2023-02-23,NO2,Wind unspecified,Production,1459374.000
2023-02-23,NO3,Hydro unspecified,Combined,660.000
2023-02-23,NO3,Hydro unspecified,Production,4834939.000
2023-02-23,NO3,Other unspecified,Combined,1299.000
2023-02-23,NO3,Other unspecified,Production,100.000
2023-02-23,NO3,Solar unspecified,Combined,27217.000
2023-02-23,NO3,Solar unspecified,Production,500.000
2023-02-23,NO3,Thermal unspecified,Production,216000.000
2023-02-23,NO3,Wind unspecified,Combined,307.000
2023-02-23,NO3,Wind unspecified,Production,2787914.000
2023-02-23,NO4,Hydro unspecified,Combined,283.000
2023-02-23,NO4,Hydro unspecified,Production,5372753.000
2023-02-23,NO4,Other unspecified,Combined,659.000
2023-02-23,NO4,Other unspecified,Production,10550.000
2023-02-23,NO4,Solar unspecified,Combined,2839.000
2023-02-23,NO4,Thermal unspecified,Production,303299.000
2023-02-23,NO4,Wind unspecified,Production,1224900.000
2023-02-23,NO5,Hydro unspecified,Combined,564.000
2023-02-23,NO5,Hydro unspecified,Production,8515092.000
2023-02-23,NO5,Other unspecified,Combined,296.000
2023-02-23,NO5,Other unspecified,Production,0.000
2023-02-23,NO5,Solar unspecified,Combined,33812.000
2023-02-23,NO5,Thermal unspecified,Production,330500.000
2023-02-23,NO5,Wind unspecified,Combined,2.000
2023-02-24,NO1,Hydro unspecified,Combined,704.000
2023-02-24,NO1,Hydro unspecified,Production,3971793.000
2023-02-24,NO1,Other unspecified,Combined,273.000
2023-02-24,NO1,Other unspecified,Production,0.000
2023-02-24,NO1,Solar unspecified,Combined,143026.000
2023-02-24,NO1,Solar unspecified,Production,4991.000
2023-02-24,NO1,Thermal unspecified,Combined,35.000
2023-02-24,NO1,Thermal unspecified,Production,61660.000
2023-02-24,NO1,Wind unspecified,Production,356200.000
2023-02-24,NO2,Hydro unspecified,Combined,706.000
2023-02-24,NO2,Hydro unspecified,Production,12321679.000
2023-02-24,NO2,Other unspecified,Combined,3687.000
2023-02-24,NO2,Other unspecified,Production,12280.000
2023-02-24,NO2,Solar unspecified,Combined,111367.000
2023-02-24,NO2,Solar unspecified,Production,4681.000
2023-02-24,NO2,Thermal unspecified,Combined,20.000
2023-02-24,NO2,Thermal unspecified,Production,71760.000
2023-02-24,NO2,Wind unspecified,Combined,121.000
2023-02-24,NO2,Wind unspecified,Production,1459374.000
2023-02-24,NO3,Hydro unspecified,Combined,660.000
2023-02-24,NO3,Hydro unspecified,Production,4834939.000
2023-02-24,NO3,Other unspecified,Combined,1299.000
2023-02-24,NO3,Other unspecified,Production,100.000
2023-02-24,NO3,Solar unspecified,Combined,27217.000
2023-02-24,NO3,Solar unspecified,Production,500.000
2023-02-24,NO3,Thermal unspecified,Production,216000.000
2023-02-24,NO3,Wind unspecified,Combined,307.000
2023-02-24,NO3,Wind unspecified,Production,2787914.000
2023-02-24,NO4,Hydro unspecified,Combined,283.000
2023-02-24,NO4,Hydro unspecified,Production,5372753.000
2023-02-24,NO4,Other unspecified,Combined,659.000
2023-02-24,NO4,Other unspecified,Production,10550.000
2023-02-24,NO4,Solar unspecified,Combined,2839.000
2023-02-24,NO4,Thermal unspecified,Production,303299.000
2023-02-24,NO4,Wind unspecified,Production,1224900.000
2023-02-24,NO5,Hydro unspecified,Combined,564.000
2023-02-24,NO5,Hydro unspecified,Production,8515092.000
2023-02-24,NO5,Other unspecified,Combined,296.000
2023-02-24,NO5,Other unspecified,Production,0.000
2023-02-24,NO5,Solar unspecified,Combined,33898.000
2023-02-24,NO5,Thermal unspecified,Production,330500.000
2023-02-24,NO5,Wind unspecified,Combined,2.000
2023-02-25,NO1,Hydro unspecified,Combined,704.000
2023-02-25,NO1,Hydro unspecified,Production,3971793.000
2023-02-25,NO1,Other unspecified,Combined,273.000
2023-02-25,NO1,Other unspecified,Production,0.000
2023-02-25,NO1,Solar unspecified,Combined,143036.000
2023-02-25,NO1,Solar unspecified,Production,4991.000
2023-02-25,NO1,Thermal unspecified,Combined,35.000
2023-02-25,NO1,Thermal unspecified,Production,61660.000
2023-02-25,NO1,Wind unspecified,Production,356200.000
2023-02-25,NO2,Hydro unspecified,Combined,706.000
2023-02-25,NO2,Hydro unspecified,Production,12321679.000
2023-02-25,NO2,Other unspecified,Combined,3687.000
2023-02-25,NO2,Other unspecified,Production,12280.000
2023-02-25,NO2,Solar unspecified,Combined,111388.000
2023-02-25,NO2,Solar unspecified,Production,4681.000
2023-02-25,NO2,Thermal unspecified,Combined,20.000
2023-02-25,NO2,Thermal unspecified,Production,71760.000
2023-02-25,NO2,Wind unspecified,Combined,121.000
2023-02-25,NO2,Wind unspecified,Production,1459374.000
2023-02-25,NO3,Hydro unspecified,Combined,660.000
2023-02-25,NO3,Hydro unspecified,Production,4834939.000
2023-02-25,NO3,Other unspecified,Combined,1299.000
2023-02-25,NO3,Other unspecified,Production,100.000
2023-02-25,NO3,Solar unspecified,Combined,27217.000
2023-02-25,NO3,Solar unspecified,Production,500.000
2023-02-25,NO3,Thermal unspecified,Production,216000.000
2023-02-25,NO3,Wind unspecified,Combined,307.000
2023-02-25,NO3,Wind unspecified,Production,2787914.000
2023-02-25,NO4,Hydro unspecified,Combined,283.000
2023-02-25,NO4,Hydro unspecified,Production,5372753.000
2023-02-25,NO4,Other unspecified,Combined,659.000
2023-02-25,NO4,Other unspecified,Production,10550.000
2023-02-25,NO4,Solar unspecified,Combined,2839.000
2023-02-25,NO4,Thermal unspecified,Production,303299.000
2023-02-25,NO4,Wind unspecified,Production,1224900.000
2023-02-25,NO5,Hydro unspecified,Combined,564.000
2023-02-25,NO5,Hydro unspecified,Production,8515092.000
2023-02-25,NO5,Other unspecified,Combined,296.000
2023-02-25,NO5,Other unspecified,Production,0.000
2023-02-25,NO5,Solar unspecified,Combined,33898.000
2023-02-25,NO5,Thermal unspecified,Production,330500.000
2023-02-25,NO5,Wind unspecified,Combined,2.000
2023-02-26,NO1,Hydro unspecified,Combined,704.000
2023-02-26,NO1,Hydro unspecified,Production,3971793.000
2023-02-26,NO1,Other unspecified,Combined,273.000
2023-02-26,NO1,Other unspecified,Production,0.000
2023-02-26,NO1,Solar unspecified,Combined,143036.000
2023-02-26,NO1,Solar unspecified,Production,4991.000
2023-02-26,NO1,Thermal unspecified,Combined,35.000
2023-02-26,NO1,Thermal unspecified,Production,61660.000
2023-02-26,NO1,Wind unspecified,Production,356200.000
2023-02-26,NO2,Hydro unspecified,Combined,706.000
2023-02-26,NO2,Hydro unspecified,Production,12321679.000
2023-02-26,NO2,Other unspecified,Combined,3687.000
2023-02-26,NO2,Other unspecified,Production,12280.000
2023-02-26,NO2,Solar unspecified,Combined,111440.000
2023-02-26,NO2,Solar unspecified,Production,4681.000
2023-02-26,NO2,Thermal unspecified,Combined,20.000
2023-02-26,NO2,Thermal unspecified,Production,71760.000
2023-02-26,NO2,Wind unspecified,Combined,121.000
2023-02-26,NO2,Wind unspecified,Production,1459374.000
2023-02-26,NO3,Hydro unspecified,Combined,660.000
2023-02-26,NO3,Hydro unspecified,Production,4834939.000
2023-02-26,NO3,Other unspecified,Combined,1299.000
2023-02-26,NO3,Other unspecified,Production,100.000
2023-02-26,NO3,Solar unspecified,Combined,27217.000
2023-02-26,NO3,Solar unspecified,Production,500.000
2023-02-26,NO3,Thermal unspecified,Production,216000.000
2023-02-26,NO3,Wind unspecified,Combined,307.000
2023-02-26,NO3,Wind unspecified,Production,2787914.000
2023-02-26,NO4,Hydro unspecified,Combined,283.000
2023-02-26,NO4,Hydro unspecified,Production,5372753.000
2023-02-26,NO4,Other unspecified,Combined,659.000
2023-02-26,NO4,Other unspecified,Production,10550.000
2023-02-26,NO4,Solar unspecified,Combined,2839.000
2023-02-26,NO4,Thermal unspecified,Production,303299.000
2023-02-26,NO4,Wind unspecified,Production,1224900.000
2023-02-26,NO5,Hydro unspecified,Combined,564.000
2023-02-26,NO5,Hydro unspecified,Production,8515092.000
2023-02-26,NO5,Other unspecified,Combined,296.000
2023-02-26,NO5,Other unspecified,Production,0.000
2023-02-26,NO5,Solar unspecified,Combined,33898.000
2023-02-26,NO5,Thermal unspecified,Production,330500.000
2023-02-26,NO5,Wind unspecified,Combined,2.000
2023-02-27,NO1,Hydro unspecified,Combined,704.000
2023-02-27,NO1,Hydro unspecified,Production,3971793.000
2023-02-27,NO1,Other unspecified,Combined,279.000
2023-02-27,NO1,Other unspecified,Production,0.000
2023-02-27,NO1,Solar unspecified,Combined,143348.000
2023-02-27,NO1,Solar unspecified,Production,4991.000
2023-02-27,NO1,Thermal unspecified,Combined,35.000
2023-02-27,NO1,Thermal unspecified,Production,61660.000
2023-02-27,NO1,Wind unspecified,Production,356200.000
2023-02-27,NO2,Hydro unspecified,Combined,706.000
2023-02-27,NO2,Hydro unspecified,Production,12321679.000
2023-02-27,NO2,Other unspecified,Combined,3699.000
2023-02-27,NO2,Other unspecified,Production,12280.000
2023-02-27,NO2,Solar unspecified,Combined,112358.000
2023-02-27,NO2,Solar unspecified,Production,4681.000
2023-02-27,NO2,Thermal unspecified,Combined,20.000
2023-02-27,NO2,Thermal unspecified,Production,71760.000
2023-02-27,NO2,Wind unspecified,Combined,121.000
2023-02-27,NO2,Wind unspecified,Production,1459374.000
2023-02-27,NO3,Hydro unspecified,Combined,660.000
2023-02-27,NO3,Hydro unspecified,Production,4834939.000
2023-02-27,NO3,Other unspecified,Combined,1299.000
2023-02-27,NO3,Other unspecified,Production,100.000
2023-02-27,NO3,Solar unspecified,Combined,27250.000
2023-02-27,NO3,Solar unspecified,Production,500.000
2023-02-27,NO3,Thermal unspecified,Production,216000.000
2023-02-27,NO3,Wind unspecified,Combined,307.000
2023-02-27,NO3,Wind unspecified,Production,2787914.000
2023-02-27,NO4,Hydro unspecified,Combined,283.000
2023-02-27,NO4,Hydro unspecified,Production,5372753.000
2023-02-27,NO4,Other unspecified,Combined,659.000
2023-02-27,NO4,Other unspecified,Production,10550.000
2023-02-27,NO4,Solar unspecified,Combined,2839.000
2023-02-27,NO4,Thermal unspecified,Production,303299.000
2023-02-27,NO4,Wind unspecified,Production,1224900.000
